-87.8959002,41.9813658,title
-87.8981835,41.9817451,title
-87.8965653,41.9817487,title
-87.8989525,41.9813977,title
-87.8968818,41.9818364,title
-87.8956569,41.9811596,title
-87.9002971,41.9802937,title
-87.8996646,41.9808896,title
-87.8962274,41.9816211,title
-87.8977919,41.9818288,title
-87.8974666,41.9818723,title
-87.6783226,41.9103282,title
-87.6782116,41.9102360,title
-87.6784235,41.9104235,title
-87.6783263,41.9103848,title
-87.7080878,41.9294901,title
-87.8148848,41.8740577,title
-87.7990462,41.8728064,title
-87.7947252,41.8723890,title
-87.8152406,41.8741075,title
-87.7602560,41.8711381,title
-87.8154923,41.8741815,title
-87.8114311,41.8738909,title
-87.7641787,41.8700796,title
-87.7609200,41.8708641,title
-87.7639051,41.8700696,title
-87.7615072,41.8705949,title
-87.8037950,41.8732692,title
-87.7645006,41.8700985,title
-87.8101399,41.8738729,title
-87.8175643,41.8743892,title
-87.7648439,41.8701255,title
-87.8104808,41.8738849,title
-87.8037823,41.8732047,title
-87.8138948,41.8736767,title
-87.8144084,41.8738489,title
-87.8151072,41.8741220,title
-87.8031445,41.8732123,title
-87.7627185,41.8701900,title
-87.8142703,41.8737855,title
-87.8144466,41.8738188,title
-87.7595830,41.8713265,title
-87.7630672,41.8701311,title
-87.7598785,41.8712581,title
-87.7636197,41.8700762,title
-87.8143530,41.8738235,title
-87.8095471,41.8738329,title
-87.7676873,41.8703748,title
-87.8139874,41.8736986,title
-87.7588237,41.8714357,title
-87.7682893,41.8704197,title
-87.7633446,41.8700975,title
-87.8123487,41.8738280,title
-87.7799476,41.8711543,title
-87.8152093,41.8741406,title
-87.8137435,41.8736622,title
-87.8126639,41.8737890,title
-87.8146432,41.8739614,title
-87.7619487,41.8704147,title
-87.7623629,41.8702793,title
-87.8135944,41.8736633,title
-87.7784370,41.8710301,title
-87.8147893,41.8740242,title
-87.8144138,41.8738514,title
-87.8134726,41.8736642,title
-87.7782565,41.8709510,title
-87.7592303,41.8713904,title
-87.7806302,41.8712106,title
-87.8098366,41.8738554,title
-87.7604977,41.8710449,title
-87.8159402,41.8742444,title
-87.7954589,41.8723957,title
-87.8109229,41.8738894,title
-87.8133208,41.8736807,title
-87.7683873,41.8703600,title
-87.8149690,41.8740861,title
-87.8119321,41.8738749,title
-87.7778302,41.8709862,title
-87.7249434,41.8738856,title
-87.7242708,41.8739515,title
-87.7242653,41.8738938,title
-87.7248743,41.8739437,title
-87.7255219,41.8739354,title
-87.7090432,41.8741491,title
